AniLifeNumber,avg_early_lactation_yield,avg_mid_lactation_yield,avg_delta_early_mid_yield,avg_daily_yield,avg_total_milk,avg_insem,avg_failed_insem,avg_failed_pregnancies,avg_calving_to_insem,number_lactations,avg_lactation_duration,avg_dry_interval,n_intervals,age_at_first_calving,latest_lactation_date,AniBirthday,AniGenId,category,entry_code,entry_date,exit_code,exit_date,month,year,age_at_exit,endmilk_to_exit_days,total_insem,total_successes,insem_success_ratio,age_at_first_insem,InsDate,age_first_successful_insem,n_health_problems,recovery_duration,date_last_diagnosis,last_diagnosis,national_number,weight,selling_price,classification,slaughter_date,birth_year,cohort,farm,category.x,category.y,AniGenId.x,AniActive,AniGenId.y,AniLifeNumber.y
FR4401572242,803.1553260000001,2003.6892885,1200.5339625,28.829971999999998,9927.718445999999,5.5,4.5,4,78.5,2,363.5,129,1,31,2021-04-19,2017-02-14,NA,NA,N,2017-02-14,B,2022-02-07,10,2019,59,0,11,2,0.18181818181818182,21,2019-11-26,21,0,0,NA,NA,FR4401572242,345.2,NA,P-3,2022-02-08,2017,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572243,810.2427045,2019.126185,1208.8834805000001,29.984251,8943.6165045,2,1,0.5,67.66666666666667,4,307.75,75.33333333333333,3,23,2022-05-27,2017-02-26,NA,NA,N,2017-02-26,B,2023-02-13,2,2019,71,0,6,3,0.5,13,2019-04-23,13,0,0,NA,NA,FR4401572243,293,NA,P-3,2023-02-14,2017,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572244,916.0776554,2136.85434,1220.7766846,32.6754344,8856.504854,2,1,1,57,5,277.8,71.75,4,29,2023-07-16,2017-03-18,NA,NA,N,2017-03-18,B,2024-04-02,8,2019,84,1,10,5,0.5,18,2019-10-14,18,0,0,NA,NA,FR4401572244,343,NA,P-3,2024-04-03,2017,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572246,151.262132,0,-151.262132,12.983333,151.262135,NA,NA,0,NA,1,12,NA,0,32,2020-03-21,2017-07-06,NA,NA,N,2017-07-06,E,2020-04-02,3,2020,32,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2017,2016-2019,farm5,VL,NA,2,FALSE,2,NA
FR4401572247,836.8284646666666,2092.427153,1255.5986883333333,31.972062333333334,12885.177993000001,3.5,2.5,1.3333333333333333,110,3,409,51,2,32,2022-07-21,2017-07-06,NA,NA,N,2017-07-06,B,2023-10-30,3,2020,75,0,7,2,0.2857142857142857,22,2020-06-05,22,0,0,NA,NA,FR4401572247,310.9,NA,P-3,2023-10-31,2017,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572248,985.53396525,2293.00968125,1307.475716,34.60961475,10954.296116,2,1,0.5,101.66666666666667,4,319.75,61.333333333333336,3,31,2023-08-30,2017-07-19,NA,NA,N,2017-07-19,B,2024-03-18,3,2020,79,0,6,3,0.5,22,2020-05-28,22,0,0,NA,NA,FR4401572248,272.3,NA,P-1,2024-03-19,2017,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572249,872.888334,1960.21841875,1087.33008475,29.85993,8854.41747525,1.6666666666666667,0.6666666666666666,0.5,56.666666666666664,4,303.5,59.333333333333336,3,25,2022-07-25,2017-07-31,NA,NA,N,2017-07-31,B,2023-07-10,9,2019,71,0,5,3,0.6,15,2019-11-12,15,0,0,NA,NA,FR4401572249,287,NA,P-3,2023-07-11,2017,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572250,925.5339657999999,2462.9514262000002,1537.4174604,35.99935,11675.844659800001,3.6,2.6,2.6,67.8,5,332.4,58.5,4,24,2023-11-21,2017-08-18,NA,NA,N,2017-08-18,NA,NA,9,2019,NA,NA,18,5,0.2777777777777778,14,2019-11-09,15,0,0,NA,NA,NA,NA,NA,NA,NA,2017,2016-2019,farm5,VL,NA,2,TRUE,2,NA
FR4401572251,586.699014,1719.417446,1132.718432,28.797169,8890.776699,2,1,1,85,1,318,NA,0,27,2019-12-17,2017-08-27,NA,NA,N,2017-08-27,B,2020-12-07,12,2019,39,38,2,1,0.5,18,2020-03-11,18,0,0,NA,NA,FR4401572251,285.5,NA,P-2,2020-12-08,2017,2016-2019,farm5,VL,D,2,TRUE,2,NA
FR4401572252,45.922326,0,-45.922326,5.9125,45.92233,NA,NA,0,NA,1,8,NA,0,30,2020-03-25,2017-08-31,NA,NA,N,2017-08-31,E,2020-04-02,3,2020,31,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2017,2016-2019,farm5,VL,NA,2,FALSE,2,NA
FR4401572253,644.9190836666667,1618.996743,974.0776593333333,25.92365733333333,9338.834951,3,2,1,85,3,261.3333333333333,44,2,29,2022-07-27,2017-09-20,NA,NA,N,2017-09-20,M,2022-07-31,3,2020,58,2,6,2,0.3333333333333333,20,2020-06-05,20,0,0,NA,NA,NA,NA,NA,NA,NA,2017,2016-2019,farm5,VL,NA,2,FALSE,2,NA
FR4401572254,1053.4951296,2640.5824936,1587.087364,37.641718,12494.6019414,2.4,1.4,1.2,63.8,5,339.8,50.5,4,27,2023-12-14,2017-09-24,NA,NA,N,2017-09-24,NA,NA,12,2019,NA,NA,12,5,0.4166666666666667,17,2020-03-16,17,0,0,NA,NA,NA,NA,NA,NA,NA,2017,2016-2019,farm5,VL,NA,2,TRUE,2,NA
FR4401572255,754.6601806666666,1845.8575743333333,1091.1973936666666,29.189467999999998,7259.3527503333335,1.6666666666666667,0.6666666666666666,0.6666666666666666,70.66666666666667,3,260.6666666666667,57,2,34,2022-08-04,2017-10-12,NA,NA,N,2017-10-12,B,2023-02-13,8,2020,64,0,5,3,0.6,24,2020-11-05,24,0,0,NA,NA,FR4401572255,303.4,NA,P-2,2023-02-14,2017,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572256,692.0388195,1976.3591925,1284.320373,32.271035500000004,10295.7766985,3,2,2,53.5,2,326.5,47,1,25,2020-11-30,2017-10-16,NA,NA,N,2017-10-16,B,2021-12-27,12,2019,50,49,6,2,0.3333333333333333,15,2020-02-01,16,0,0,NA,NA,FR4401572256,363.2,NA,O-3,2021-12-27,2017,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572257,310.873777,0,-310.873777,20.0125,310.873786,NA,NA,0,NA,1,16,NA,0,28,2020-03-17,2017-10-25,NA,NA,N,2017-10-25,E,2020-04-02,3,2020,29,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2017,2016-2019,farm5,VL,NA,2,FALSE,2,NA
FR4401572258,739.708724,1694.174729,954.466005,30.152256,12324.368932,8,7,7,109,1,421,NA,0,30,2020-05-23,2017-10-28,NA,NA,N,2017-10-28,B,2021-07-19,5,2020,44,1,8,1,0.125,22,2020-09-09,27,0,0,NA,NA,FR4401572258,314.6,NA,P-3,2021-07-19,2017,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572259,797.556622,2040.2912366666665,1242.7346146666666,35.6958092,8896.229772833334,1.4,0.4,0.3333333333333333,73.4,6,257.1666666666667,58.4,5,25,2024-12-19,2017-11-01,NA,NA,N,2017-11-01,M,2024-12-20,12,2019,85,1,7,5,0.7142857142857143,16,2020-03-10,16,0,0,NA,NA,NA,NA,NA,NA,NA,2017,2016-2019,farm5,VL,NA,2,FALSE,2,NA
FR4401572260,1078.9077525,2595.7038537500002,1516.79610125,35.336453,12781.3834945,5,4,3.5,87,4,377,96,3,26,2024-01-24,2017-11-05,NA,NA,N,2017-11-05,B,2024-12-23,1,2020,85,0,20,4,0.2,16,2020-03-19,17,0,0,NA,NA,FR4401572260,319.9,NA,P-3,2024-12-24,2017,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572261,1034.5436750000001,2603.1261838,1568.5825088000001,37.1582834,10320.6990286,3,2,1.6,82,5,285.2,102,4,27,2024-06-28,2017-11-12,NA,NA,N,2017-11-12,NA,NA,3,2020,NA,NA,12,4,0.3333333333333333,17,2020-05-09,19,0,0,NA,NA,NA,NA,NA,NA,NA,2017,2016-2019,farm5,VL,NA,2,TRUE,2,NA
FR4401572263,859.563091,1581.359201,721.79611,31.060965500000002,5254.417475,4,3,1.5,50,2,183.5,43,1,25,2020-12-22,2017-12-04,NA,NA,N,2017-12-04,B,2021-06-09,1,2020,42,94,4,1,0.25,15,2020-03-12,15,0,0,NA,NA,FR4401572263,298.7,NA,P-3,2021-06-10,2017,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572264,1073.689306,2665.275054333333,1591.5857483333332,38.12769633333333,11227.63754,3.6666666666666665,2.6666666666666665,2.6666666666666665,84.66666666666667,3,300.6666666666667,56.5,2,25,2022-01-30,2017-12-29,NA,NA,N,2017-12-29,B,2022-12-26,2,2020,59,28,11,3,0.2727272727272727,15,2020-04-11,15,0,0,NA,NA,FR4401572264,295,NA,P-3,2022-12-26,2017,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572265,1054.1553266,2493.8834659999998,1439.7281394,36.7838624,10912.912621,2,1,0.8,95.6,5,310.6,75.25,4,24,2024-08-30,2018-01-27,NA,NA,N,2018-01-27,NA,NA,2,2020,NA,NA,10,5,0.5,14,2020-04-09,14,0,0,NA,NA,NA,NA,NA,NA,NA,2018,2016-2019,farm5,VL,NA,2,TRUE,2,NA
FR4401572266,1019.3527356666666,2162.621328,1143.2685923333333,32.742437,11928.187702,2.3333333333333335,1.3333333333333333,1.3333333333333333,85.66666666666667,3,369.6666666666667,64,2,28,2022-07-31,2018-01-28,NA,NA,N,2018-01-28,B,2023-10-30,6,2020,69,0,7,3,0.42857142857142855,19,2020-09-01,19,0,0,NA,NA,FR4401572266,289.7,NA,P-3,2023-10-31,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572267,944.8155188000001,2441.6310382,1496.8155194,35.4449696,10992.9320384,2.4,1.4,1,83,5,327,52.75,4,23,2024-08-12,2018-02-23,NA,NA,N,2018-02-23,NA,NA,2,2020,NA,NA,12,5,0.4166666666666667,13,2020-04-18,13,0,0,NA,NA,NA,NA,NA,NA,NA,2018,2016-2019,farm5,VL,NA,2,TRUE,2,NA
FR4401572268,1057.6116368,2486.7572516,1429.1456148,36.4254966,9083.5533978,2.4,1.4,1.6,84.8,5,267.4,93.25,4,27,2024-11-16,2018-03-17,NA,NA,N,2018-03-17,NA,NA,7,2020,NA,NA,12,5,0.4166666666666667,17,2020-09-12,17,0,0,NA,NA,NA,NA,NA,NA,NA,2018,2016-2019,farm5,VL,NA,2,TRUE,2,NA
FR4401572269,954.466005,2669.6116202499998,1715.14561525,39.61097875,13820.097087,2.5,1.5,1.5,81.75,4,354,61.666666666666664,3,30,2024-02-29,2018-04-05,NA,NA,N,2018-04-05,B,2025-03-10,10,2020,83,0,10,4,0.4,20,2020-12-14,20,0,0,NA,NA,FR4401572269,345.9,NA,P-3,2025-03-10,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572270,918.7378490000001,2124.805793,1206.067944,31.4818955,11211.504853999999,4,3,2,58.5,2,378.5,57,1,25,2021-11-10,2018-04-28,NA,NA,N,2018-04-28,B,2022-11-21,6,2020,54,75,8,2,0.25,15,2020-08-19,17,0,0,NA,NA,FR4401572270,323.6,NA,P-3,2022-11-21,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572271,928.7378496,2345.475698,1416.7378484,36.6765824,10631.4368928,NA,NA,0,NA,5,303,36.25,4,27,2024-09-19,2018-05-08,NA,NA,NA,NA,NA,NA,8,2020,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2018,2016-2019,farm5,VL,NA,2,FALSE,2,NA
FR4401572272,777.4109883333333,2046.1811976666668,1268.7702093333332,29.514369000000002,9795.825242,4,3,3,72.33333333333333,3,345.6666666666667,65.5,2,28,2023-02-18,2018-05-21,NA,NA,N,2018-05-21,B,2024-01-02,10,2020,67,0,12,3,0.25,18,2020-12-15,22,0,0,NA,NA,FR4401572272,286,NA,P-3,2024-01-02,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572273,691.2297586666666,1980.355953,1289.1261943333334,28.966230000000003,7863.656957666666,2,1,1,89.33333333333333,3,266.3333333333333,155,2,27,2022-12-09,2018-06-21,NA,NA,N,2018-06-21,B,2023-10-30,10,2020,64,0,6,3,0.5,17,2020-12-12,18,0,0,NA,NA,FR4401572273,273.8,NA,P-2,2023-10-31,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572274,684.4336430000001,1742.2653433333332,1057.8317003333334,28.728729666666666,9670.129449666667,2,1,0.6666666666666666,62.5,3,347.3333333333333,46,2,27,2022-09-03,2018-06-21,NA,NA,N,2018-06-21,B,2023-10-30,9,2020,64,0,4,2,0.5,17,2020-11-28,17,0,0,NA,NA,FR4401572274,276,NA,P-3,2023-10-31,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572275,510.194158,1375.436866,865.242708,24.336986,8624.271844,4,3,2,74,1,365,NA,0,25,2020-08-24,2018-07-02,NA,NA,N,2018-07-02,B,2021-08-24,8,2020,37,0,4,1,0.25,16,2020-11-06,16,0,0,NA,NA,FR4401572275,318.5,NA,P-3,2021-08-25,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572276,727.702252,2122.038803666667,1394.3365516666668,32.91159566666667,9038.996763,2,1,1,100.33333333333333,3,291.6666666666667,112.5,2,24,2022-12-17,2018-07-31,NA,NA,N,2018-07-31,B,2024-01-17,8,2020,65,163,6,3,0.5,17,2021-01-05,18,0,0,NA,NA,FR4401572276,304.8,NA,P-3,2024-01-19,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572277,1052.79124775,2545.461134,1492.66988625,34.8042,10962.4999995,2,1,1,95.25,4,322.5,60.333333333333336,3,23,2023-10-11,2018-08-08,NA,NA,N,2018-08-08,B,2024-08-07,7,2020,71,0,8,4,0.5,13,2020-09-25,13,0,0,NA,NA,FR4401572277,415.3,NA,P-3,2024-08-09,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572278,884.5630933333333,2715.5339506666664,1830.9708573333332,38.854684666666664,10276.181229333333,1.3333333333333333,0.33333333333333337,0.3333333333333333,71.33333333333333,3,275.3333333333333,47,2,31,2023-03-11,2018-08-11,NA,NA,N,2018-08-11,B,2024-01-02,3,2021,64,96,4,3,0.75,22,2021-06-12,22,0,0,NA,NA,FR4401572278,332.6,NA,P-3,2024-01-02,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572280,776.084126,1807.1844373333333,1031.1003113333334,28.128112333333334,7212.880258333334,3.5,2.5,1.6666666666666667,47,3,258.6666666666667,59,2,23,2022-10-18,2018-09-05,NA,NA,N,2018-09-05,B,2023-02-13,9,2020,53,0,7,2,0.2857142857142857,13,2020-10-15,15,0,0,NA,NA,FR4401572280,280.5,NA,P-3,2023-02-14,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572283,391.553383,356.990277,-34.563106,14.018181,748.543689,NA,NA,0,NA,1,55,NA,0,25,2020-12-02,2018-10-08,NA,NA,NA,NA,B,2021-06-09,12,2020,32,134,0,0,NA,NA,NA,NA,0,0,NA,NA,FR4401572283,319.1,NA,P-3,2021-06-10,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572284,993.44658775,2488.5922032500002,1495.1456155,37.21637475,11665.87378575,2.25,1.25,1.25,67.75,4,321.25,52.666666666666664,3,29,2024-03-18,2018-10-10,NA,NA,N,2018-10-10,B,2025-03-10,3,2021,77,0,9,4,0.4444444444444444,19,2021-05-24,19,0,0,NA,NA,FR4401572284,311.4,NA,P-3,2025-03-10,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572285,706.9902776,2070.9514262,1363.9611486,33.3293764,8785.611649800001,1.5,0.5,0.4,65,5,274.4,55.5,4,24,2024-10-28,2018-10-21,NA,NA,N,2018-10-21,NA,NA,10,2020,NA,NA,6,4,0.6666666666666666,14,2020-12-26,14,0,0,NA,NA,NA,NA,NA,NA,NA,2018,2016-2019,farm5,VL,NA,2,TRUE,2,NA
FR4401572286,313.786401,0,-313.786401,21.546666,313.786407,NA,NA,0,NA,1,15,NA,0,26,2021-01-05,2018-10-23,NA,NA,N,2018-10-23,E,2021-01-20,1,2021,26,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2018,2016-2019,farm5,VL,NA,2,FALSE,2,NA
FR4401572287,691.165036,1917.961135,1226.796099,29.144776,9479.126213,5,4,4,50,1,335,NA,0,36,2021-11-04,2018-10-24,NA,NA,N,2018-10-24,B,2023-07-10,11,2021,56,278,5,1,0.2,25,2021-12-23,28,0,0,NA,NA,FR4401572287,311.4,NA,P-3,2023-07-11,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572288,739.0776555,1074.4660005,335.388345,27.461145000000002,4869.368932,2,1,0.5,136,2,185,102,1,28,2022-05-13,2018-10-31,NA,NA,A,2020-08-18,M,2022-06-28,3,2021,43,1,2,1,0.5,20,2021-07-25,21,0,0,NA,NA,NA,NA,NA,NA,NA,2018,2016-2019,farm5,VL,NA,2,FALSE,2,NA
FR4401572289,1015.2815390000001,2641.6116216,1626.3300826,40.483174,10114.0582516,1.6,0.6,0.8,65.4,6,266,52.5,4,25,2024-12-04,2018-11-07,NA,NA,N,2018-11-07,NA,NA,12,2020,NA,NA,8,5,0.625,15,2021-02-22,15,0,0,NA,NA,NA,NA,NA,NA,NA,2018,2016-2019,farm5,VL,NA,2,TRUE,2,NA
FR4401572290,133.009704,0,-133.009704,17.125,133.009708,NA,NA,0,NA,1,8,NA,0,26,2021-01-12,2018-11-10,NA,NA,N,2018-11-10,E,2021-01-20,1,2021,26,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2018,2016-2019,farm5,VA,NA,2,FALSE,2,NA
FR4401572291,787.572799,1920.582494,1133.009695,34.442857,7958.640776,NA,NA,0,NA,1,238,NA,0,35,2021-11-16,2018-11-27,NA,NA,N,2018-11-27,B,2022-11-21,11,2021,47,132,0,0,NA,NA,NA,NA,0,0,NA,NA,FR4401572291,323,NA,P-3,2022-11-21,2018,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572293,724.563094,1408.640759,684.077665,33.290909,2133.203883,1,0,1,57,1,66,NA,0,25,2021-02-03,2018-12-20,NA,NA,N,2018-12-20,E,2021-04-10,2,2021,27,0,1,1,1,15,2021-03-31,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2018,2016-2019,farm5,VL,NA,2,FALSE,2,NA
FR4401572295,246.3592165,762.378627,516.0194105,29.120518,5998.495145499999,5,4,2,73,2,212,38,1,22,2022-02-19,2019-01-08,NA,NA,N,2019-01-08,B,2022-05-16,11,2020,40,86,5,1,0.2,12,2021-01-25,16,0,0,NA,NA,FR4401572295,351.1,NA,P-3,2022-05-17,2019,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572295,246.3592165,762.378627,516.0194105,29.120518,5998.495145499999,5,4,2,73,2,212,38,1,22,2022-02-19,2019-01-08,NA,NA,N,2019-01-08,B,2022-05-16,11,2020,40,86,5,1,0.2,12,2021-01-25,16,0,0,NA,NA,FR4401572295,351.1,NA,P-3,2022-05-17,2019,2016-2019,farm5,VL,D,2,TRUE,2,NA
FR4401572296,440.970864,0,-440.970864,23.905263,440.970873,NA,NA,0,NA,1,19,NA,0,26,2021-03-22,2019-01-09,NA,NA,N,2019-01-09,E,2021-04-10,3,2021,27,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2019,2016-2019,farm5,VL,NA,2,FALSE,2,NA
FR4401572297,790.388334,806.116496,15.728162,31.026415,1596.504854,NA,NA,0,NA,1,53,NA,0,25,2021-02-16,2019-01-13,NA,NA,N,2019-01-13,E,2021-04-10,2,2021,26,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2019,2016-2019,farm5,VL,NA,2,FALSE,2,NA
FR4401572298,570.2912515,1278.9805685,708.689317,23.881477,4853.834951,2,1,0.5,202,1,145.5,NA,0,24,2022-02-02,2019-01-21,NA,NA,N,2019-01-21,B,2022-11-21,2,2021,46,637,2,1,0.5,31,2022-08-23,31,0,0,NA,NA,FR4401572298,304.6,NA,P-3,2022-11-21,2019,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572298,570.2912515,1278.9805685,708.689317,23.881477,4853.834951,2,1,0.5,202,1,145.5,NA,0,24,2022-02-02,2019-01-21,NA,NA,N,2019-01-21,B,2022-11-21,2,2021,46,637,2,1,0.5,31,2022-08-23,31,0,0,NA,NA,FR4401572298,304.6,NA,P-3,2022-11-21,2019,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572300,969.1261986666666,2418.0905846666665,1448.964386,33.123969333333335,11282.071197,5,4,4.333333333333333,121,3,354.6666666666667,114.5,2,30,2024-04-09,2019-02-21,NA,NA,N,2019-02-21,NA,NA,8,2021,NA,NA,15,3,0.2,21,2021-11-29,26,0,0,NA,NA,NA,NA,NA,NA,NA,2019,2016-2019,farm5,VL,NA,2,TRUE,2,NA
FR4401572301,871.723286,2247.62132975,1375.89804375,35.95829325,9450.679611,2,1,1.25,73,4,280.5,55.333333333333336,3,29,2024-12-02,2019-03-19,NA,NA,N,2019-03-19,NA,NA,8,2021,NA,NA,8,4,0.5,19,2021-11-09,19,0,0,NA,NA,NA,NA,NA,NA,NA,2019,2016-2019,farm5,VL,NA,2,TRUE,2,NA
FR4401572302,601.165035,1194.563087,593.398052,26.422857,1795.728155,NA,NA,0,NA,1,70,NA,0,24,2021-06-04,2019-05-16,NA,NA,N,2019-05-16,E,2021-08-14,6,2021,26,1,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2019,2016-2019,farm5,VL,NA,2,FALSE,2,NA
FR4401572303,1131.359209,2654.0776373333333,1522.7184283333333,40.20771766666667,14360.776698333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,94.33333333333333,3,372.3333333333333,50.5,2,25,2024-01-18,2019-07-13,NA,NA,N,2019-07-13,M,2025-01-28,9,2021,66,19,7,3,0.42857142857142855,16,2021-12-09,20,0,0,NA,NA,NA,NA,NA,NA,NA,2019,2016-2019,farm5,VL,NA,2,FALSE,2,NA
FR4401572304,903.567946,2379.8057952500003,1476.23784925,35.812352249999996,8842.20873775,1.3333333333333333,0.33333333333333337,0.25,99,4,254.75,77.66666666666667,3,26,2024-11-30,2019-08-01,NA,NA,N,2019-08-01,NA,NA,10,2021,NA,NA,4,3,0.75,16,2021-12-25,16,0,0,NA,NA,NA,NA,NA,NA,NA,2019,2016-2019,farm5,VL,NA,2,TRUE,2,NA
FR4401572305,778.5436745,2095.3397765,1316.796102,31.9755125,9570.873786,1.5,0.5,0.5,75,2,307.5,45,1,24,2022-08-22,2019-08-15,NA,NA,N,2019-08-15,M,2023-12-02,9,2021,51,149,3,2,0.6666666666666666,15,2021-11-18,15,0,0,NA,NA,NA,NA,NA,NA,NA,2019,2016-2019,farm5,VL,NA,2,FALSE,2,NA
FR4401572306,720.679595,1676.456281,955.7766859999999,26.4157275,8115.339805,NA,NA,0,NA,2,316,45,1,24,2022-08-05,2019-08-15,NA,NA,N,2019-08-15,B,2023-07-10,8,2021,46,0,0,0,NA,NA,NA,NA,0,0,NA,NA,FR4401572306,316.3,NA,P-2,2023-07-11,2019,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572307,821.7475576666667,2077.5727866666666,1255.825229,33.622461333333334,11419.838187333333,1.5,0.5,0.3333333333333333,110.5,3,350.3333333333333,41.5,2,24,2023-11-02,2019-08-16,NA,NA,N,2019-08-16,B,2024-10-07,8,2021,61,0,3,2,0.6666666666666666,16,2021-12-16,16,0,0,NA,NA,FR4401572307,342.4,NA,P-3,2024-10-08,2019,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572308,861.77182975,2157.0873475,1295.31551775,32.2778525,6412.52427125,2,1,1,84.75,4,209.5,148.33333333333334,3,24,2024-10-07,2019-08-23,NA,NA,N,2019-08-23,B,2025-04-01,9,2021,67,20,8,4,0.5,14,2021-11-09,14,0,0,NA,NA,FR4401572308,414.2,NA,O-3,2025-04-01,2019,2016-2019,farm5,VA,D,2,TRUE,2,NA
FR4401572309,916.310665,2197.20870775,1280.89804275,34.3949425,9139.61165,2,1,1,60.5,4,279.75,52,3,24,2024-09-06,2019-08-30,NA,NA,N,2019-08-30,NA,NA,9,2021,NA,NA,8,4,0.5,14,2021-11-06,14,0,0,NA,NA,NA,NA,NA,NA,NA,2019,2016-2019,farm5,VL,NA,2,TRUE,2,NA
FR4401572310,999.0291126666667,2648.284760666667,1649.2556479999998,42.097852,8854.368931666666,2,1,1,72.66666666666667,3,223.66666666666666,101.5,2,26,2023-12-19,2019-10-12,NA,NA,N,2019-10-12,B,2025-01-21,12,2021,63,253,6,3,0.5,16,2022-02-22,17,0,0,NA,NA,FR4401572310,335.2,NA,P-3,2025-01-21,2019,2016-2019,farm5,VL,D,2,TRUE,2,NA
FR4401572311,1003.9805683333333,2438.0582243333333,1434.077656,37.31783866666667,10600.485436666668,1.3333333333333333,0.33333333333333337,0.3333333333333333,67,3,295,64.5,2,26,2023-12-18,2019-10-29,NA,NA,N,2019-10-29,M,2024-12-18,12,2021,61,68,4,3,0.75,15,2022-02-20,17,0,0,NA,NA,NA,NA,NA,NA,NA,2019,2016-2019,farm5,VL,NA,2,FALSE,2,NA
FR4401572312,0.970872,0,-0.970872,0.5,0.970873,NA,NA,0,NA,1,2,NA,0,32,2022-07-04,2019-11-03,NA,NA,N,2019-11-03,B,2022-12-26,7,2022,37,173,0,0,NA,NA,NA,NA,0,0,NA,NA,FR4401572312,292,NA,P-3,2022-12-26,2019,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572314,1132.4918953333333,2586.860814,1454.3689186666666,41.29942466666667,9042.394821333333,2.5,1.5,1,68,3,242,69,2,30,2024-08-13,2019-11-24,NA,NA,N,2019-11-24,M,2024-11-08,6,2022,59,4,5,2,0.4,20,2022-08-14,21,0,0,NA,NA,NA,NA,NA,NA,NA,2019,2016-2019,farm5,VL,NA,2,FALSE,2,NA
FR4401572315,289.417464,1143.883467,854.466003,16.99829,1930.873786,1,0,1,70,1,117,NA,0,24,2021-12-17,2019-12-06,NA,NA,N,2019-12-06,B,2022-04-13,12,2021,28,0,1,1,1,14,2022-02-24,NA,0,0,NA,NA,FR4401572315,250.3,NA,P-3,2022-04-14,2019,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572316,629.951442,1854.8057939999999,1224.8543519999998,31.3553055,9943.5922325,2.5,1.5,1,57,2,324.5,51,1,23,2022-10-31,2019-12-09,NA,NA,N,2019-12-09,B,2023-10-30,11,2021,46,0,5,2,0.4,13,2022-01-18,13,0,0,NA,NA,FR4401572316,321.8,NA,P-3,2023-10-31,2019,2016-2019,farm5,VL,D,2,FALSE,2,NA
FR4401572318,1019.635909,1939.975704,920.3397950000001,39.244462,8353.20388325,1.3333333333333333,0.33333333333333337,0.25,76.66666666666667,4,232.25,57.333333333333336,3,26,2025-02-06,2019-12-11,NA,NA,N,2019-12-11,NA,NA,3,2022,NA,NA,4,3,0.75,17,2022-05-24,17,0,0,NA,NA,NA,NA,NA,NA,NA,2019,2016-2019,farm5,VL,NA,2,TRUE,2,NA
